URL,Page Speed Score,Yslow Score,Fully Loaded Time,Total Page Size,Requests,PageSpeed Issues,YSlow Issues
https://gtmetrix.com/reports/www.datamintelligence.com/rdzmJKz2,(87%),,4.4s,4.4s,4.4s
URL,Page Speed Score,Yslow Score,Fully Loaded Time,Total Page Size,Requests,PageSpeed Issues,YSlow Issues
https://gtmetrix.com/reports/www.datamintelligence.com/7uYgODx0,(89%),,4.1s,4.1s,4.1s
URL,Page Speed Score,Yslow Score,Fully Loaded Time,Total Page Size,Requests,PageSpeed Issues,YSlow Issues
https://gtmetrix.com/reports/www.datamintelligence.com/V6GQyYdD,(86%),,5.6s,5.6s,5.6s
